id,birthY,gender,nationality,label
1182,1277,1,元,天倫
1184,1152,1,南宋,之善
1185,1272,1,元,清珙
1190,1087,1,南宋,祖覺
1191,1110,1,南宋,若訥
1192,1227,1,南宋 元,石門殊
1193,1231,1,南宋 元,雲夢澤
1196,1240,1,元,一祥
1197,1241,1,元,傳
1199,1294,1,元,實法
1200,1294,1,元,明策
1201,1262,1,元,真淨
1202,1014,1,北宋,慧辯
1203,1221,1,南宋,明靜志
1204,1280,1,元,允若
1207,1239,1,元,元
1208,1241,1,元,大山恢
1215,1286,1,元,本無
1216,1277,1,元,覺恩
1217,1309,1,元 明,友奎
1218,1294,1,元,良謹
1219,1294,1,元 明,如瑩
1220,1294,1,元 明,圓證
1221,1294,1,元 明,法讓
1222,1292,1,元,必才
1224,1254,1,元,瞿
1225,1175,1,南宋,剡源覺先
1227,1286,1,元,善繼
1229,1248,1,元,思恭
1232,1307,1,元,懷古
1233,1316,1,明,自朋
1234,1307,1,元,是乘
1235,1307,1,元,大彰
1236,1307,1,元,淨昱
1238,1307,1,元,嗣璡
1239,1307,1,元,仁讓
1240,1307,1,元,曇胄
1241,1269,1,元,子文
1242,1224,1,南宋 元,德聞
1244,1279,1,元,融照
1245,1085,1,北宋,端裕
1246,1279,1,元,淵叟湛
1247,1279,1,元,宗榘
1248,1279,1,元,宗權
1249,1279,1,元,居簡
1250,1271,1,元,弘濟
1251,1227,1,元,舜田滿
1252,1237,1,元,半山全
1253,1130,1,南宋,宗演
1257,1245,1,元,宜行
1258,1149,1,南宋,道濟
1265,1222,1,元,了性
1266,1272,1,元,寶嚴
1267,1247,1,元,英辯
1268,1222,1,元,柏林潭
1269,828,1,唐,全豁
1270,1246,1,元,達益巴
1271,1246,1,元,綽思吉
1272,1237,1,元,妙文
1273,1208,1,元 蒙古,圓明
1274,1222,1,元,安
1275,1235,1,元,釋志德
1276,1197,1,金 蒙古,海聞
1277,1197,1,元,法照禧
1278,1309,1,元 明,祖儞
1279,1288,1,元,竹屋元淨
1280,1220,1,南宋 元,行鞏
1281,1291,1,元,祖瑛
1283,1291,1,元 明,慧日
1284,1283,1,元 明,子庭師訓
1287,1306,1,明,寶金
1288,1304,1,明,思濟
1289,1304,1,明,行樞
1290,1304,1,明,允鑑
1291,1304,1,明,允忠
1292,1304,1,明,良謹
1293,1317,1,明,普智
1294,1304,1,明,文會
1295,1304,1,明,元秀
1296,1304,1,明,景梵
1297,1323,1,元 明,士璋
1298,1304,1,元,天心瑩
1300,1319,1,明,圓覺
1301,1319,1,明,一印
1302,1319,1,明,昇元
1306,1289,1,元 明,大同
1307,1289,1,元 明,春谷
1312,1132,1,宋,悟心
1313,1171,1,南宋,法薰
1314,1094,1,北宋 南宋,道顏
1315,1289,1,明,大衍
1316,1289,1,明,善現
1317,1289,1,明,若蘭
1318,1289,1,明,仁靜
1319,1289,1,明,明善
1320,1289,1,明,師顗
1321,1289,1,明,國琛
1322,1289,1,明,大慧
1323,1289,1,明,性澄
1324,1289,1,明,道儞
1325,1289,1,明,道悅
1326,1289,1,明,梵翱
1327,1289,1,明,日益
1328,1338,1,元 明,紹宗
1329,1290,1,元 明,慧照
1330,1306,1,明,元鎮
1332,1354,1,明,居敬
1334,1354,1,明,東源
1335,1238,1,元,元熙
1337,1264,1,元,無言宣
1346,1174,1,南宋,夢真
1348,807,1,唐,北院通
1362,997,1,北宋,惟善
1363,997,1,北宋,常坦
1366,996,1,北宋,懷澄
1367,1062,1,宋,景祥
1368,1010,1,北宋,居訥
1369,991,1,北宋,鑒韶
1370,993,1,北宋,子鴻
1371,1017,1,宋,寶鑑
1372,1017,1,北宋,慈感
1374,891,1,五代十國,德韶
1377,1057,1,南宋,善清
1378,1057,1,宋,普崇
1380,864,1,五代十國,顥鑒
1382,1091,1,南宋,法智
1384,835,1,五代十國,師備
1385,1150,1,金,教亨
1386,1066,1,北宋,守卓
1387,1114,1,金,寶
1388,1061,1,北宋,文準
1389,1107,1,金,圓
1390,997,1,北宋,文悅
1393,1114,1,南宋,了賢
1394,1027,1,北宋,法秀
1396,1043,1,北宋,悟新
1398,1067,1,北宋,清遠
1401,1079,1,宋,佛性法泰
1402,1094,1,宋,護國景元
1403,1104,1,南宋,遵璞
1404,1103,1,南宋,慧遠
1405,1066,1,北宋,靈巖徽
1406,1058,1,宋,心道
1407,1010,1,宋,戒弼
1408,1010,1,北宋,慎徽
1409,848,1,五代十國,覺鐵嘴
1410,1010,1,北宋,勝因
1411,1085,1,宋,清涼坦
1412,1009,1,北宋,紹銑
1413,1108,1,南宋,師一
1414,1067,1,宋,智才
1415,1092,1,南宋,士珪
1416,1114,1,南宋,法全
1417,1098,1,南宋,慧升
1418,1086,1,南宋,安民
1421,1035,1,北宋,楚明
1422,1093,1,宋,釋雲辯
1425,1084,1,南宋,法忠
1426,1085,1,南宋,李邴
1427,1025,1,北宋,祖心
1428,1045,1,北宋,黃庭堅
1429,1080,1,宋,莫將
1431,1018,1,北宋,子英
1434,1079,1,宋,守珣
1435,1052,1,南宋,行瑛
1436,1085,1,南宋,道如
1437,1087,1,宋,釋袁覺
1442,986,1,北宋,淨土惟正
1443,1065,1,南宋,元靜
1444,1093,1,南宋,自回
1446,1093,1,南宋,居靜
1447,1093,1,南宋,彌光
1448,1019,1,南宋,超信
1451,1092,1,南宋,鼎需
1453,1100,1,南宋,宗元
1455,1099,1,南宋,釋清旦
1456,1113,1,南宋,釋行機
1458,1092,1,南宋,釋仰安
1459,1055,1,宋,表自
1460,1110,1,南宋,寶印
1461,1117,1,南宋,智策
1462,1092,1,南宋,諱才
1463,1092,1,北宋,海印隆
1464,1066,1,宋,性空妙普
1465,1066,1,南宋,行持
1466,1069,1,北宋 南宋,應端
1467,1079,1,北宋 南宋,道震
1469,1084,1,北宋 南宋,法一
1470,1058,1,南宋,志愿
1472,1048,1,北宋,普交
1473,1047,1,北宋,道旻
1474,1045,1,北宋,慕喆
1475,1034,1,北宋,應乾
1476,1052,1,宋,慈氏瑞仙
1478,1075,1,北宋 南宋,天游
1480,1069,1,南宋,覺海法因
1481,1047,1,南宋,文雅
1482,1089,1,南宋,吳偉明
1483,1066,1,北宋,中巖蘊能 
1484,1034,1,北宋,澄甫
1485,1066,1,南宋,崇真氈頭
1487,1045,1,北宋,永安喜
1489,1036,1,北宋,純白
1490,1081,1,北宋 南宋,報恩法常
1491,1089,1,南宋,黃彥節
1492,1086,1,南宋,慧光
1493,1096,1,南宋,劉彥脩
1494,1093,2,南宋,計法真
1495,1081,1,南宋,有權
1499,1096,1,南宋,德昇
1501,1094,1,南宋,慧溫
1502,1113,1,南宋,自圓
1503,1074,1,南宋,善能
1504,1133,1,南宋,彥充
1505,1091,1,南宋,真慈
1506,1115,1,南宋,安永
1507,1092,1,南宋,安分
1508,1121,1,南宋,曇密
1509,840,1,唐 五代十國,金峰從志
1511,1151,1,南宋 金,道悟
1513,1085,1,南宋,白雲海
1514,1268,1,元,德富
1515,1268,1,南宋,真空
1520,898,1,五代十國 北宋,宗淵
1521,892,1,五代十國,行脩
1522,848,1,五代十國,自新
1523,834,1,五代十國,𧦬光
1524,843,1,五代十國,無迹
1526,852,1,五代十國,無作
1527,845,1,唐,全玼
1552,1372,1,明,道孚
1562,1059,1,南宋,擇明
1563,1112,1,南宋,李浩
1564,1125,1,北宋 南宋,陸游
1565,1121,1,南宋,正玸
1566,1213,1,南宋,道燦
1567,1121,1,南宋,宗印
1569,1137,1,南宋,淨全
1570,1138,1,南宋,達觀
1572,1177,1,南宋,道祥
1575,1222,1,元 明,文益
1576,1056,1,北宋,惟清
1578,1189,1,南宋,原肇
1579,1309,1,明,無慍
1580,1228,1,元,如砥
1586,1298,1,元,蕩山海印
1590,828,1,五代十國,昌福達道
1594,1263,1,南宋 元,了義
1600,1389,1,明,祖淵
1611,1010,1,南宋,淨梵
1612,862,1,五代十國,道潛
1621,1198,1,南宋,了惠
1639,835,1,五代十國,戒定
1640,835,1,唐,元安
1649,835,1,唐 五代十國,靈龕
1651,876,1,唐 五代十國,誠慧
1653,805,1,唐,白水
1654,819,1,唐,澄照
1655,819,1,五代十國,大同
1656,840,1,唐,曹山本寂
1661,864,1,北宋,澄遠
1664,828,1,五代十國,繼達
1665,828,1,五代十國,晦機
1666,828,1,唐,嘉州黑水
1667,929,1,宋,居素
1668,840,1,五代十國,東汀
1671,1089,1,南宋,道昌
1672,835,1,唐,白水瑋
1673,840,1,五代十國,道延
1674,840,1,唐,本仁
1675,807,1,唐,良价
1676,807,1,唐,慧寂
1677,864,1,五代十國,緣密
1678,910,1,北宋,廣悟
1681,864,1,北宋,雲門爽
1682,1093,1,南宋,了朴
1684,1121,1,南宋,師瑞
1686,1149,1,南宋,義雲
1689,1012,1,北宋,承皓
1691,1036,1,北宋,惟勝
1694,1121,1,南宋,孤雲權
1696,1089,1,宋,曇振
1698,1044,1,北宋,楊時
1702,1206,1,南宋,德因
1703,1381,1,明,無際明悟
1705,1138,1,南宋,斷崖躬
1709,1189,1,南宋,廣聞
1712,841,1,唐,道閑
1716,1151,1,南宋,如琰
1725,1177,1,南宋,妙光
1726,1097,1,南宋,慧祚
1734,881,1,北宋,行滿
1737,1185,1,南宋,虛堂智愚
1738,1156,1,南宋,普巖
1739,1138,1,宋,西江謀
1740,1138,1,南宋,善淨
1742,1194,1,南宋,善珍
1743,1179,1,南宋,東叟愷
1746,1118,1,南宋,自鏡
1748,1118,1,元,清溪沅
1751,1138,1,元,朽菴祥
1752,1167,1,南宋,文禮
1753,1224,1,元,邦慧
1754,1221,1,南宋 元,淨日
1755,1276,1,元,正印
1757,1280,1,元,懷信
1758,1336,1,明,常在
1762,811,1,唐,信
1763,1355,1,明,本來
1764,1320,1,明,法濟
1765,1275,1,明,西源達
1766,1284,1,元,宗鬯
1767,1318,1,明,憲
1768,1317,1,明,仲羲
1769,1328,1,元 明,清濬
1770,1347,1,明,慎行
1771,1381,1,明,印空海
1772,1381,1,明,圓通
1773,1328,1,明,力金
1779,821,1,唐,僧徹
1782,1032,1,北宋,了元
1783,862,1,五代十國,歸嶼
1784,813,1,五代十國,道宗
1785,887,1,五代十國,洪演
1788,860,1,五代十國,可止
1790,860,1,五代十國,修文
1791,860,1,五代十國,修智
1792,1185,1,宋,法雲
1793,860,1,五代十國,修行
1794,874,1,五代十國,息塵
1796,1332,1,明,薩訶咱釋哩
1800,890,1,唐 五代十國 北宋,皓端
1803,841,1,五代十國,玄燭
1805,912,1,北宋,慈光悟恩
1807,912,1,五代十國,志因
1808,919,1,北宋 五代十國,義寂
1827,1296,1,元,賢寬
1829,1306,1,明,智信
1830,1301,1,明,如海真
1848,807,1,唐,張拙
1911,897,1,北宋,常覺
1928,895,1,唐 五代十國,光嶼
1931,1301,1,明,子榮
1938,871,1,五代十國,智朗
1956,910,1,五代十國 北宋,守初
1957,917,1,五代十國 北宋,普勝
1974,857,1,北宋,藏用
1988,850,1,唐,玄泰
2001,823,1,唐,戒休
2003,817,1,唐,玄章
2010,834,1,唐,慧長
2011,807,1,唐,慶諸
2013,825,1,唐,洪諲
2014,852,1,唐,令達
2015,838,1,唐,寂
2016,838,1,唐,義直
2017,835,1,唐,道膺
2019,835,1,唐,有緣
2021,811,1,唐,小馬神照
2024,842,1,唐,可休
2025,842,1,五代十國,智孚
2027,812,1,唐,無學
2028,834,1,唐,釋恒通
2032,1020,1,北宋,道場慧印
2033,1016,1,北宋,淨杲
2034,1045,1,北宋,擇瑛
2035,821,1,唐,文喜
2036,1046,1,北宋,中立
2038,1304,1,元 明,智度
2039,1047,1,北宋,守訥
2041,811,1,唐,圓紹
2042,991,1,北宋,法英
2044,846,1,五代十國,惠靄
2045,1050,1,北宋,羅漢系南
2048,846,1,五代十國,休靜
2050,1030,1,北宋,智海智清
2052,815,1,唐,元通
2053,845,1,五代十國,匡仁
2054,1053,1,北宋,道寧
2056,835,1,唐,居遁
2058,867,1,五代十國,桂琛
2059,815,1,五代十國,存壽
2060,820,1,五代十國,師彥
2061,868,1,五代十國,道怤
2062,1372,1,明,古拙
2064,844,1,五代十國,休復
2065,882,1,五代十國,清化全付
2069,1312,1,元 明,德然
2077,850,1,五代十國,光湧
2078,898,1,五代十國,應清
2079,858,1,五代十國,善靜
2080,870,1,五代十國,靈照
2083,842,1,唐,全偉
2084,883,1,五代十國,羅漢智依
2085,843,1,五代十國,太原孚
2086,876,1,五代十國,慧明
2087,894,1,五代十國,章義道欽
2088,905,1,北宋,報慈文遂
2089,1007,1,北宋,和希
2090,1007,1,北宋,成覺
2091,898,1,北宋,緣德
2092,1203,1,金 蒙古,印簡
2093,1203,1,元,中和璋
2124,1271,1,元,慧印
2129,1319,1,明,見心來復
2147,926,1,五代十國 北宋,文備
2150,929,1,北宋,道齊
2154,927,1,北宋,義通
2155,912,1,北宋,志逢
2157,970,1,北宋,歸省
2175,1304,1,明,田素菴
2176,1304,1,明,頤庵
2177,1238,1,元,普明
2183,1054,1,北宋 南宋,蘊齊
2184,1036,1,宋,蘊慈
2195,1055,1,北宋,擇卿
2197,813,1,唐,增忍
2199,1055,1,北宋,若愚
2201,1058,1,北宋,報恩
2202,1189,1,金 蒙古 克烈等部,耶律楚材
2207,1028,1,北宋,報慈進英
2208,1043,2,北宋,惟久
2209,1033,1,北宋,宗顯
2210,1094,1,南宋,蘊常
2216,1043,1,宋,祖秀
2217,1050,1,北宋,景德慧昌
2219,1071,1,北宋 南宋,齊玉
2221,1073,1,北宋 南宋,禾山慧方
2225,1077,1,北宋 南宋,居慧
2226,1062,1,宋,梵章
2227,1071,1,南宋,了璨
2232,1063,1,南宋,如湛
2234,1062,1,南宋,景淳
2235,1121,1,北宋,宗演
2239,1002,1,北宋,靈照
2241,889,1,五代十國,澄楚
2243,910,1,五代十國,慧照
2245,1035,1,北宋,善本
2247,1303,1,元 明,顯示
2250,1328,1,明,董伽
2252,988,1,北宋,元坦
2256,998,1,北宋,慧才
2261,1196,1,蒙古 元,廣恩
2262,984,1,北宋,師戒
2263,998,1,北宋,法宗
2265,1011,1,北宋,思照
2266,982,1,宋,左伸
2268,1024,1,北宋,從雅
2280,927,1,宋,有基
2282,1090,1,南宋,法因
2285,1027,1,北宋,思義
2339,867,1,唐,清竦
2358,1087,1,南宋,道琛
2363,1024,1,宋,如杲
2364,1071,1,宋,神煥
2365,1077,1,宋,元性
2366,1015,1,北宋,希最
2367,1045,1,南宋,思梵
2369,1110,1,南宋,圓智
2370,1036,1,宋,智堅
2371,1119,1,南宋,慧詢
2372,1077,1,宋,中益
2373,1090,1,宋,有倫
2374,1077,1,南宋,本空
2375,1090,1,南宋,道因
2376,1087,1,宋,法蓮
2377,1087,1,宋,仲韶
2378,1087,1,宋,戒樞
2380,1087,1,南宋,景遷
2381,1100,1,南宋,妙雲
2383,1062,1,南宋,德宏
2388,1191,1,宋,懷坦
2390,1346,1,元 明,溥洽
2391,1084,1,北宋 南宋,正賢
2394,1117,1,南宋,守淨
2395,1036,1,南宋,應如
2396,1250,1,明,宗璵
2397,1250,1,元,玄鑑
2398,1096,1,南宋,雪峰慧空
2399,1097,1,南宋,慧暉
2400,1100,1,南宋,真際德止
2401,839,1,唐,太文
2402,1100,1,南宋,法久
2404,1080,1,南宋,彥岑
2407,1079,1,南宋,智訥妙空
2408,1088,1,南宋,德朋
2416,862,1,五代十國,如敏
2419,1115,1,南宋,惠定
2421,1115,1,北宋 南宋,印肅
2424,1117,1,南宋,從瑾
2426,813,1,唐,雷滿
2428,1089,1,南宋,守仁
2438,1136,1,南宋,元聰
2439,1333,1,明,無極
2442,1121,1,南宋,妙崧
2443,1143,1,南宋,師觀
2451,985,1,北宋,夏竦
2454,847,1,唐,辯才
2460,905,1,五代十國,願齊
2461,899,1,五代十國,令參
2462,911,1,北宋,永安
2463,890,1,北宋,守賢
2464,899,1,北宋,紹巖
2465,895,1,北宋,文輦
2471,895,1,五代十國,行瑫
2472,894,1,北宋,守真
2491,805,1,唐,無轍
2504,1220,2,元,三空居士
2508,832,1,唐,法順
2509,876,1,五代十國,廷珪
2510,873,1,唐 五代十國,智暉
2511,829,1,唐,圭峯溫
2512,876,1,唐,匡嗣
2513,876,1,唐,浩威
2514,875,1,五代十國,遵誨
2515,826,1,唐,崇諲
2516,864,1,五代十國,彥求
2517,871,1,五代十國,師會
2518,882,1,北宋 五代十國,巖俊
2519,1162,1,南宋,慧性
2520,1121,1,南宋,梵琮
2522,884,1,北宋,師律
2523,849,1,五代十國,貞涉
2524,1163,1,南宋,天童如淨
2525,884,1,北宋,庶幾
2526,1175,1,南宋,心月
2528,1199,1,南宋,普度
2531,1200,1,南宋 元,普寧
2532,1202,1,南宋,正韶
2533,1210,1,南宋 元,文珦
2535,1223,1,南宋 元,炳同
2536,1224,1,南宋,行海
2537,1184,1,南宋,智朋
2542,970,1,北宋,守進
2556,812,1,唐,釋高閑
2558,821,1,唐,處默
2561,839,1,唐,陸希聲
2562,834,1,五代十國,從瓌
2563,931,1,五代十國,淡然
2564,931,1,五代十國,奉明
2603,806,1,唐,令超
2605,807,1,唐,道全
2607,833,1,新羅,行寂
2608,839,1,唐,青林師虔
2611,854,1,五代十國,開清
2612,837,1,唐,居誨
2614,835,1,五代十國,中塔慧救
2615,841,1,五代十國,幼璋
2616,856,1,五代十國,審希
2618,867,1,五代十國,休復
2619,1335,1,明,袁珙
2620,862,1,五代十國,麗嚴
2621,869,1,五代十國,忠湛
2622,870,1,五代十國,利嚴
2623,871,1,五代十國,慶猷
2624,871,1,五代十國,宗靖
2626,873,1,北宋,神祿
2627,876,1,北宋,儀晏
2628,884,1,北宋,無殷
2629,886,1,北宋,龍光隱微
2630,892,1,北宋,志端
2631,895,1,北宋,智遠
2632,913,1,北宋,法安
2633,906,1,北宋,淨德智筠
2634,906,1,北宋,千光瓌省
2635,885,1,北宋,歸宗策真
2636,906,1,北宋,觀音從顯
2637,860,1,北宋,子儀
2638,891,1,北宋,智勤
2639,891,1,北宋,友蟾
2640,925,1,北宋,道恆
2641,891,1,北宋,遇安
2642,906,1,北宋,清皎
2643,910,1,北宋,玄應
2644,885,1,北宋,雲蓋用清
2645,891,1,北宋,遇臻
2646,912,1,北宋,法齊
2647,913,1,北宋,朋彥
2648,916,1,北宋,清護
2649,920,1,北宋,曉榮
2650,921,1,北宋,希辯
2651,922,1,北宋,遇賢
